height, node1-size, node2-size
1332, 25448, 15880
1333, 25484, 15912
1334, 25512, 15944
1335, 25548, 15980
1336, 25576, 16008
1337, 25616, 16040
1338, 25640, 16072
1339, 25672, 16100
1341, 25732, 16200
1342, 25764, 16236
1344, 25828, 16296
1345, 25860, 16324
1346, 25892, 16392
1347, 25924, 16424
1348, 25956, 16456
1349, 25980, 16488
1350, 26012, 16584
1352, 26080, 16616
1353, 26104, 16656
1354, 26140, 16688
1355, 26168, 16744
1356, 26204, 16776
1357, 26232, 16808
1358, 26268, 16836
1359, 26296, 16872
1360, 26328, 16968
1361, 26356, 17000
1362, 26392, 17032
1363, 23396, 14040
1364, 23432, 14072
1365, 23464, 14104
1366, 23492, 14128
1368, 23560, 14196
1369, 23588, 14228
1370, 23612, 14332
1371, 23648, 14360
1372, 23676, 14396
1373, 23708, 14424
1374, 23740, 14460
1375, 23776, 14488
1376, 23804, 14524
1378, 23860, 14548
1380, 23928, 14616
1381, 23964, 14744
1382, 24000, 14776
1383, 24028, 14808
1385, 24088, 14836
1386, 24120, 14876
1387, 24144, 14936
1388, 24180, 14964
1389, 24208, 14996
1390, 24248, 15104
1391, 24272, 15132
1392, 24308, 15164
1393, 24336, 15196
1394, 24368, 15224
1395, 24396, 15256
1396, 24440, 15292
1398, 24500, 15348
1399, 24528, 15384
1400, 24560, 15484
1401, 24596, 15524
1402, 24624, 15548
1403, 24656, 15584
1404, 24688, 15612
1405, 24716, 15644
1406, 24756, 15676
1407, 24784, 15712
1409, 24844, 15740
1410, 24872, 15872
1411, 24908, 15900
1412, 24936, 15904
1413, 24972, 15964
1414, 25000, 13876
1415, 25036, 13904
1416, 25060, 13936
1417, 25100, 13968
1418, 25128, 14004
1419, 25160, 12356
1420, 25184, 12460
1422, 25248, 12492
1423, 25280, 12520
1424, 25316, 12556
1425, 25352, 12624
1426, 25380, 12656
1427, 25408, 12680
1429, 25472, 12720
1430, 25504, 12748
1431, 25532, 12852
1432, 25568, 12880
1433, 25600, 12916
1434, 25632, 12952
1435, 25660, 13008
1436, 25696, 13040
1437, 25720, 13068
1438, 25756, 13096
1440, 25820, 13136
1441, 25848, 13236
1442, 25880, 13296
1443, 25912, 13328
1444, 25936, 13356
1445, 25976, 13392
1446, 26004, 13424
1447, 26040, 13456
1448, 26064, 13484
1449, 26100, 13516
1451, 26164, 13620
1452, 26192, 13680
1453, 26228, 13716
1454, 26256, 13744
1455, 26288, 13776
1456, 26320, 13808
1457, 26356, 13844
1458, 26380, 13868
1459, 26416, 13904
1460, 26452, 14004
1462, 26508, 14044
1464, 26572, 14100
1465, 26600, 14132
1466, 26632, 14192
1468, 26700, 14256
1470, 26760, 14288
1471, 26788, 14388
1472, 26828, 14420
1473, 26852, 14484
1474, 26888, 14516
1475, 26916, 14544
1476, 26948, 14548
1477, 26976, 14604
1478, 27016, 14644
1479, 27044, 14672
1480, 27076, 14772
1481, 27104, 14800
1482, 27132, 14832
1484, 27196, 14868
1485, 27232, 14928
1486, 27260, 14964
1487, 27292, 14988
1488, 27320, 15024
1489, 27360, 15056
1490, 27384, 15156
1491, 27420, 15184
1492, 27448, 15216
1493, 27484, 15248
1495, 27548, 15280
1496, 27576, 15312
1497, 27608, 15352
1498, 27636, 15376
1499, 27668, 15408
1500, 27704, 15440
1501, 27732, 15576
1502, 27760, 15576
1503, 27792, 15608
1505, 27856, 15668
1506, 27888, 15696
1507, 27920, 15764
1508, 26204, 15792
1509, 26232, 15824
1510, 26268, 15924
1511, 26296, 15960
1512, 26332, 15988
1513, 26360, 16024
1514, 26308, 16052
1516, 26368, 16080
1517, 26400, 16112
1519, 26460, 16176
1520, 26492, 16208
1521, 26524, 16304
1522, 26556, 16340
1523, 26588, 16404
1525, 26656, 16436
1526, 26680, 16472
1527, 26716, 16496
1529, 26780, 16564
1530, 26808, 16696
1531, 26844, 16728
1532, 26872, 16760
1533, 26908, 16792
1534, 26936, 16824
1535, 26972, 16856
1536, 26996, 16884
1538, 27060, 16916
