height, node1-size, node2-size
1231, 23580, 16568
1232, 23596, 16568
1233, 23640, 16628
1234, 23672, 16664
1235, 23704, 16692
1236, 23732, 16728
1237, 23764, 16728
1238, 23796, 16764
1239, 23828, 16800
1240, 23856, 16828
1241, 23888, 16896
1242, 23920, 16896
1243, 23944, 16956
1244, 23980, 16988
1245, 24008, 17024
1246, 24040, 17024
1247, 24068, 17084
1248, 24104, 17124
1249, 24132, 17152
1250, 24160, 17184
1251, 24188, 17212
1252, 24224, 17216
1253, 24256, 17284
1254, 24284, 17316
1255, 24316, 17348
1256, 24348, 17380
1257, 24372, 17408
1258, 24408, 15604
1259, 24440, 15636
1260, 24472, 15672
1261, 24500, 15672
1262, 24528, 15736
1263, 24560, 15644
1264, 24588, 15680
1265, 24624, 15708
1266, 24652, 15708
1267, 24688, 15776
1268, 24708, 15804
1269, 24744, 15844
1270, 24776, 15844
1271, 24804, 15880
1272, 24836, 15936
1273, 24864, 15972
1274, 24896, 16000
1275, 24928, 16036
1276, 24960, 16068
1277, 24992, 16104
1278, 25016, 16132
1279, 25048, 16132
1280, 25084, 16200
1281, 25112, 16236
1282, 25144, 16260
1283, 25172, 16300
1284, 25204, 16300
1285, 25228, 16360
1286, 25268, 16396
1287, 25296, 16428
1288, 25332, 16428
1289, 25352, 16492
1290, 25384, 16524
1291, 25420, 16564
1292, 25448, 16564
1293, 25480, 16628
1294, 25512, 16628
1295, 25540, 16692
1296, 25568, 16720
1297, 25604, 16760
1298, 25636, 16792
1299, 25668, 16828
1300, 25692, 16852
1301, 25724, 16888
1302, 25756, 16888
1303, 25788, 16956
1304, 25812, 16988
1305, 25848, 17020
1306, 25876, 17052
1307, 25908, 17052
1308, 25936, 17120
1309, 25972, 17152
1310, 25996, 17184
1311, 26028, 17216
1312, 26056, 17240
1313, 26092, 17288
1314, 26120, 17288
1315, 26152, 17348
1316, 26180, 17380
1317, 26208, 17408
1318, 26240, 17444
1319, 26276, 17476
1320, 26304, 17512
1321, 26332, 17540
1322, 26364, 17540
1323, 26392, 17608
1324, 26424, 17640
1325, 26452, 17676
1326, 26488, 17712
1327, 26516, 17712
1328, 26548, 17740
1329, 26576, 17804
1330, 26616, 17844
1331, 26636, 17844
1332, 24912, 17908
1333, 24944, 17940
1334, 24976, 17976
1335, 25004, 18004
1336, 25040, 18044
1337, 25072, 18044
1338, 24984, 18108
1339, 25020, 18136
1340, 25052, 18176
1341, 25088, 18176
1342, 25116, 18240
1343, 25144, 18272
1344, 25172, 18304
1345, 25204, 18332
1346, 25232, 18368
1347, 25272, 18404
1348, 25300, 18440
1349, 25328, 18468
1350, 25356, 18504
1351, 25388, 18508
1352, 25420, 18572
1353, 25448, 18604
1354, 25480, 18636
1355, 25508, 18636
1356, 25540, 18696
1357, 25572, 18736
1358, 25608, 18768
1359, 25632, 18800
1360, 25664, 18832
1361, 25696, 18868
1362, 25728, 18868
